,Date,StockCode,Quantity
145,2010-04-25,15036,24.0
146,2010-04-26,15036,244.1999999999996
147,2010-04-27,15036,12.0
148,2010-04-28,15036,36.0
149,2010-04-29,15036,12.0
150,2010-04-30,15036,0.0
151,2010-05-01,15036,0.0
152,2010-05-02,15036,72.0
153,2010-05-03,15036,0.0
154,2010-05-04,15036,0.0
155,2010-05-05,15036,36.0
156,2010-05-06,15036,244.1999999999996
157,2010-05-07,15036,120.0
158,2010-05-08,15036,0.0
159,2010-05-09,15036,0.0
160,2010-05-10,15036,48.0
161,2010-05-11,15036,60.0
162,2010-05-12,15036,0.0
163,2010-05-13,15036,244.1999999999996
164,2010-05-14,15036,244.1999999999996
165,2010-05-15,15036,0.0
166,2010-05-16,15036,0.0
167,2010-05-17,15036,24.0
168,2010-05-18,15036,12.0
169,2010-05-19,15036,0.0
170,2010-05-20,15036,12.0
171,2010-05-21,15036,0.0
172,2010-05-22,15036,0.0
173,2010-05-23,15036,24.0
174,2010-05-24,15036,244.1999999999996
175,2010-05-25,15036,36.0
176,2010-05-26,15036,0.0
177,2010-05-27,15036,168.0
178,2010-05-28,15036,24.0
179,2010-05-29,15036,0.0
180,2010-05-30,15036,12.0
181,2010-05-31,15036,0.0
182,2010-06-01,15036,0.0
183,2010-06-02,15036,244.1999999999996
184,2010-06-03,15036,83.0
185,2010-06-04,15036,36.0
186,2010-06-05,15036,0.0
187,2010-06-06,15036,12.0
188,2010-06-07,15036,244.1999999999996
189,2010-06-08,15036,84.0
190,2010-06-09,15036,48.0
191,2010-06-10,15036,60.0
192,2010-06-11,15036,204.0
193,2010-06-12,15036,0.0
194,2010-06-13,15036,48.0
195,2010-06-14,15036,72.0
196,2010-06-15,15036,36.0
197,2010-06-16,15036,48.0
198,2010-06-17,15036,24.0
199,2010-06-18,15036,0.0
200,2010-06-19,15036,0.0
201,2010-06-20,15036,48.0
202,2010-06-21,15036,36.0
203,2010-06-22,15036,60.0
204,2010-06-23,15036,244.1999999999996
205,2010-06-24,15036,12.0
206,2010-06-25,15036,24.0
207,2010-06-26,15036,0.0
208,2010-06-27,15036,244.1999999999996
209,2010-06-28,15036,144.0
210,2010-06-29,15036,96.0
211,2010-06-30,15036,244.1999999999996
212,2010-07-01,15036,156.0
213,2010-07-02,15036,12.0
214,2010-07-03,15036,0.0
215,2010-07-04,15036,201.0
216,2010-07-05,15036,192.0
217,2010-07-06,15036,24.0
218,2010-07-07,15036,72.0
219,2010-07-08,15036,12.0
220,2010-07-09,15036,244.1999999999996
221,2010-07-10,15036,0.0
222,2010-07-11,15036,12.0
223,2010-07-12,15036,72.0
224,2010-07-13,15036,84.0
225,2010-07-14,15036,36.0
226,2010-07-15,15036,144.0
227,2010-07-16,15036,36.0
228,2010-07-17,15036,0.0
229,2010-07-18,15036,96.0
230,2010-07-19,15036,168.0
231,2010-07-20,15036,36.0
232,2010-07-21,15036,48.0
233,2010-07-22,15036,244.1999999999996
234,2010-07-23,15036,0.0
235,2010-07-24,15036,0.0
236,2010-07-25,15036,244.1999999999996
237,2010-07-26,15036,24.0
238,2010-07-27,15036,0.0
239,2010-07-28,15036,0.0
240,2010-07-29,15036,0.0
241,2010-07-30,15036,48.0
242,2010-07-31,15036,0.0
243,2010-08-01,15036,0.0
244,2010-08-02,15036,36.0
245,2010-08-03,15036,0.0
246,2010-08-04,15036,0.0
247,2010-08-05,15036,0.0
248,2010-08-06,15036,0.0
249,2010-08-07,15036,0.0
250,2010-08-08,15036,0.0
251,2010-08-09,15036,0.0
252,2010-08-10,15036,0.0
253,2010-08-11,15036,0.0
254,2010-08-12,15036,0.0
255,2010-08-13,15036,0.0
256,2010-08-14,15036,0.0
257,2010-08-15,15036,12.0
258,2010-08-16,15036,0.0
259,2010-08-17,15036,0.0
260,2010-08-18,15036,0.0
261,2010-08-19,15036,0.0
262,2010-08-20,15036,0.0
263,2010-08-21,15036,0.0
264,2010-08-22,15036,0.0
265,2010-08-23,15036,0.0
266,2010-08-24,15036,0.0
267,2010-08-25,15036,0.0
268,2010-08-26,15036,0.0
269,2010-08-27,15036,0.0
270,2010-08-28,15036,0.0
271,2010-08-29,15036,0.0
272,2010-08-30,15036,0.0
273,2010-08-31,15036,24.0
274,2010-09-01,15036,0.0
275,2010-09-02,15036,0.0
276,2010-09-03,15036,0.0
277,2010-09-04,15036,0.0
278,2010-09-05,15036,0.0
279,2010-09-06,15036,0.0
280,2010-09-07,15036,0.0
281,2010-09-08,15036,0.0
282,2010-09-09,15036,0.0
283,2010-09-10,15036,0.0
284,2010-09-11,15036,0.0
285,2010-09-12,15036,0.0
286,2010-09-13,15036,0.0
287,2010-09-14,15036,0.0
288,2010-09-15,15036,0.0
289,2010-09-16,15036,0.0
290,2010-09-17,15036,0.0
291,2010-09-18,15036,0.0
292,2010-09-19,15036,0.0
293,2010-09-20,15036,3.0
294,2010-09-21,15036,0.0
295,2010-09-22,15036,0.0
296,2010-09-23,15036,0.0
297,2010-09-24,15036,0.0
298,2010-09-25,15036,0.0
299,2010-09-26,15036,0.0
300,2010-09-27,15036,0.0
301,2010-09-28,15036,0.0
302,2010-09-29,15036,0.0
303,2010-09-30,15036,0.0
304,2010-10-01,15036,0.0
305,2010-10-02,15036,0.0
306,2010-10-03,15036,0.0
307,2010-10-04,15036,0.0
308,2010-10-05,15036,0.0
309,2010-10-06,15036,0.0
310,2010-10-07,15036,0.0
311,2010-10-08,15036,0.0
312,2010-10-09,15036,0.0
313,2010-10-10,15036,0.0
314,2010-10-11,15036,244.1999999999996
315,2010-10-12,15036,48.0
316,2010-10-13,15036,144.0
317,2010-10-14,15036,0.0
318,2010-10-15,15036,12.0
319,2010-10-16,15036,0.0
320,2010-10-17,15036,24.0
321,2010-10-18,15036,36.0
322,2010-10-19,15036,36.0
323,2010-10-20,15036,24.0
324,2010-10-21,15036,60.0
325,2010-10-22,15036,12.0
326,2010-10-23,15036,0.0
327,2010-10-24,15036,0.0
328,2010-10-25,15036,0.0
329,2010-10-26,15036,244.1999999999996
330,2010-10-27,15036,244.1999999999996
331,2010-10-28,15036,36.0
332,2010-10-29,15036,0.0
333,2010-10-30,15036,0.0
334,2010-10-31,15036,0.0
335,2010-11-01,15036,0.0
336,2010-11-02,15036,0.0
337,2010-11-03,15036,12.0
338,2010-11-04,15036,144.0
339,2010-11-05,15036,24.0
340,2010-11-06,15036,0.0
341,2010-11-07,15036,0.0
342,2010-11-08,15036,36.0
343,2010-11-09,15036,0.0
344,2010-11-10,15036,0.0
345,2010-11-11,15036,48.0
346,2010-11-12,15036,12.0
347,2010-11-13,15036,0.0
348,2010-11-14,15036,0.0
349,2010-11-15,15036,36.0
350,2010-11-16,15036,240.0
351,2010-11-17,15036,12.0
352,2010-11-18,15036,54.0
353,2010-11-19,15036,0.0
354,2010-11-20,15036,0.0
355,2010-11-21,15036,0.0
356,2010-11-22,15036,12.0
357,2010-11-23,15036,12.0
358,2010-11-24,15036,244.1999999999996
359,2010-11-25,15036,186.0
360,2010-11-26,15036,36.0
361,2010-11-27,15036,0.0
362,2010-11-28,15036,12.0
363,2010-11-29,15036,12.0
364,2010-11-30,15036,24.0
365,2010-12-01,15036,0.0
366,2010-12-02,15036,48.0
367,2010-12-03,15036,12.0
368,2010-12-04,15036,0.0
369,2010-12-05,15036,12.0
370,2010-12-06,15036,0.0
371,2010-12-07,15036,0.0
372,2010-12-08,15036,12.0
373,2010-12-09,15036,0.0
374,2009-12-01,16014,0.0
375,2009-12-02,16014,0.0
376,2009-12-03,16014,20.0
377,2009-12-04,16014,0.0
378,2009-12-05,16014,0.0
379,2009-12-06,16014,0.0
380,2009-12-07,16014,10.0
381,2009-12-08,16014,0.0
382,2009-12-09,16014,20.0
383,2009-12-10,16014,0.0
384,2009-12-11,16014,0.0
385,2009-12-12,16014,0.0
386,2009-12-13,16014,0.0
387,2009-12-14,16014,0.0
388,2009-12-15,16014,20.0
389,2009-12-16,16014,0.0
390,2009-12-17,16014,0.0
391,2009-12-18,16014,0.0
392,2009-12-19,16014,0.0
393,2009-12-20,16014,10.0
394,2009-12-21,16014,0.0
395,2009-12-22,16014,0.0
396,2009-12-23,16014,0.0
397,2009-12-24,16014,0.0
398,2009-12-25,16014,0.0
399,2009-12-26,16014,0.0
400,2009-12-27,16014,0.0
401,2009-12-28,16014,0.0
402,2009-12-29,16014,0.0
403,2009-12-30,16014,0.0
404,2009-12-31,16014,0.0
405,2010-01-01,16014,0.0
406,2010-01-02,16014,0.0
407,2010-01-03,16014,0.0
408,2010-01-04,16014,0.0
409,2010-01-05,16014,0.0
410,2010-01-06,16014,0.0
411,2010-01-07,16014,0.0
412,2010-01-08,16014,0.0
413,2010-01-09,16014,0.0
414,2010-01-10,16014,0.0
415,2010-01-11,16014,0.0
416,2010-01-12,16014,0.0
417,2010-01-13,16014,0.0
418,2010-01-14,16014,10.0
419,2010-01-15,16014,0.0
420,2010-01-16,16014,0.0
421,2010-01-17,16014,0.0
422,2010-01-18,16014,0.0
423,2010-01-19,16014,0.0
424,2010-01-20,16014,0.0
425,2010-01-21,16014,10.0
426,2010-01-22,16014,0.0
427,2010-01-23,16014,0.0
428,2010-01-24,16014,0.0
429,2010-01-25,16014,0.0
430,2010-01-26,16014,0.0
431,2010-01-27,16014,0.0
432,2010-01-28,16014,0.0
433,2010-01-29,16014,0.0
434,2010-01-30,16014,0.0
435,2010-01-31,16014,0.0
436,2010-02-01,16014,0.0
437,2010-02-02,16014,0.0
438,2010-02-03,16014,0.0
439,2010-02-04,16014,0.0
440,2010-02-05,16014,20.0
441,2010-02-06,16014,0.0
442,2010-02-07,16014,0.0
443,2010-02-08,16014,0.0
444,2010-02-09,16014,0.0
445,2010-02-10,16014,0.0
446,2010-02-11,16014,0.0
447,2010-02-12,16014,0.0
448,2010-02-13,16014,0.0
449,2010-02-14,16014,10.0
450,2010-02-15,16014,0.0
451,2010-02-16,16014,0.0
452,2010-02-17,16014,0.0
453,2010-02-18,16014,0.0
454,2010-02-19,16014,1.0
455,2010-02-20,16014,0.0
456,2010-02-21,16014,0.0
457,2010-02-22,16014,0.0
458,2010-02-23,16014,0.0
459,2010-02-24,16014,0.0
460,2010-02-25,16014,3.0
461,2010-02-26,16014,0.0
462,2010-02-27,16014,0.0
463,2010-02-28,16014,0.0
464,2010-03-01,16014,0.0
465,2010-03-02,16014,0.0
466,2010-03-03,16014,0.0
467,2010-03-04,16014,0.0
468,2010-03-05,16014,0.0
469,2010-03-06,16014,0.0
470,2010-03-07,16014,0.0
471,2010-03-08,16014,0.0
472,2010-03-09,16014,0.0
473,2010-03-10,16014,0.0
474,2010-03-11,16014,0.0
475,2010-03-12,16014,0.0
476,2010-03-13,16014,0.0
477,2010-03-14,16014,0.0
478,2010-03-15,16014,0.0
479,2010-03-16,16014,0.0
480,2010-03-17,16014,0.0
481,2010-03-18,16014,0.0
482,2010-03-19,16014,10.0
483,2010-03-20,16014,0.0
484,2010-03-21,16014,20.0
485,2010-03-22,16014,0.0
486,2010-03-23,16014,0.0
487,2010-03-24,16014,0.0
488,2010-03-25,16014,0.0
489,2010-03-26,16014,0.0
490,2010-03-27,16014,0.0
491,2010-03-28,16014,0.0
492,2010-03-29,16014,0.0
493,2010-03-30,16014,0.0
494,2010-03-31,16014,0.0
495,2010-04-01,16014,20.0
496,2010-04-02,16014,0.0
497,2010-04-03,16014,0.0
498,2010-04-04,16014,0.0
499,2010-04-05,16014,0.0
500,2010-04-06,16014,0.0
501,2010-04-07,16014,0.0
502,2010-04-08,16014,0.0
503,2010-04-09,16014,0.0
504,2010-04-10,16014,0.0
505,2010-04-11,16014,0.0
506,2010-04-12,16014,0.0
507,2010-04-13,16014,0.0
508,2010-04-14,16014,0.0
509,2010-04-15,16014,0.0
510,2010-04-16,16014,10.0
511,2010-04-17,16014,0.0
512,2010-04-18,16014,0.0
513,2010-04-19,16014,0.0
514,2010-04-20,16014,0.0
515,2010-04-21,16014,0.0
516,2010-04-22,16014,20.0
517,2010-04-23,16014,10.0
518,2010-04-24,16014,0.0
519,2010-04-25,16014,0.0
520,2010-04-26,16014,0.0
521,2010-04-27,16014,0.0
522,2010-04-28,16014,0.0
523,2010-04-29,16014,0.0
524,2010-04-30,16014,0.0
525,2010-05-01,16014,0.0
526,2010-05-02,16014,0.0
527,2010-05-03,16014,0.0
528,2010-05-04,16014,0.0
529,2010-05-05,16014,0.0
530,2010-05-06,16014,0.0
531,2010-05-07,16014,0.0
532,2010-05-08,16014,0.0
533,2010-05-09,16014,0.0
534,2010-05-10,16014,0.0
535,2010-05-11,16014,0.0
536,2010-05-12,16014,0.0
537,2010-05-13,16014,0.0
538,2010-05-14,16014,0.0
539,2010-05-15,16014,0.0
540,2010-05-16,16014,0.0
541,2010-05-17,16014,0.0
542,2010-05-18,16014,0.0
543,2010-05-19,16014,0.0
544,2010-05-20,16014,0.0
545,2010-05-21,16014,0.0
546,2010-05-22,16014,0.0
547,2010-05-23,16014,0.0
548,2010-05-24,16014,0.0
549,2010-05-25,16014,0.0
550,2010-05-26,16014,0.0
551,2010-05-27,16014,0.0
552,2010-05-28,16014,0.0
553,2010-05-29,16014,0.0
554,2010-05-30,16014,0.0
555,2010-05-31,16014,0.0
556,2010-06-01,16014,0.0
557,2010-06-02,16014,0.0
558,2010-06-03,16014,0.0
559,2010-06-04,16014,0.0
560,2010-06-05,16014,0.0
561,2010-06-06,16014,0.0
562,2010-06-07,16014,0.0
563,2010-06-08,16014,0.0
564,2010-06-09,16014,0.0
565,2010-06-10,16014,0.0
566,2010-06-11,16014,20.0
567,2010-06-12,16014,0.0
568,2010-06-13,16014,0.0
569,2010-06-14,16014,20.0
570,2010-06-15,16014,0.0
571,2010-06-16,16014,5.0
572,2010-06-17,16014,0.0
573,2010-06-18,16014,0.0
574,2010-06-19,16014,0.0
575,2010-06-20,16014,0.0
576,2010-06-21,16014,0.0
577,2010-06-22,16014,0.0
578,2010-06-23,16014,20.0
579,2010-06-24,16014,0.0
580,2010-06-25,16014,0.0
581,2010-06-26,16014,0.0
582,2010-06-27,16014,0.0
583,2010-06-28,16014,0.0
584,2010-06-29,16014,0.0
585,2010-06-30,16014,0.0
586,2010-07-01,16014,0.0
587,2010-07-02,16014,0.0
588,2010-07-03,16014,0.0
589,2010-07-04,16014,0.0
590,2010-07-05,16014,0.0
591,2010-07-06,16014,0.0
592,2010-07-07,16014,1.0
593,2010-07-08,16014,0.0
594,2010-07-09,16014,0.0
595,2010-07-10,16014,0.0
596,2010-07-11,16014,0.0
597,2010-07-12,16014,0.0
598,2010-07-13,16014,0.0
599,2010-07-14,16014,0.0
600,2010-07-15,16014,0.0
601,2010-07-16,16014,0.0
602,2010-07-17,16014,0.0
603,2010-07-18,16014,0.0
604,2010-07-19,16014,0.0
605,2010-07-20,16014,0.0
606,2010-07-21,16014,0.0
607,2010-07-22,16014,0.0
608,2010-07-23,16014,0.0
609,2010-07-24,16014,0.0
610,2010-07-25,16014,20.0
611,2010-07-26,16014,20.0
612,2010-07-27,16014,0.0
613,2010-07-28,16014,0.0
614,2010-07-29,16014,0.0
615,2010-07-30,16014,0.0
616,2010-07-31,16014,0.0
617,2010-08-01,16014,0.0
618,2010-08-02,16014,10.0
619,2010-08-03,16014,0.0
620,2010-08-04,16014,0.0
621,2010-08-05,16014,0.0
622,2010-08-06,16014,0.0
623,2010-08-07,16014,0.0
624,2010-08-08,16014,0.0
625,2010-08-09,16014,20.0
626,2010-08-10,16014,0.0
627,2010-08-11,16014,0.0
628,2010-08-12,16014,0.0
629,2010-08-13,16014,0.0
630,2010-08-14,16014,0.0
631,2010-08-15,16014,0.0
632,2010-08-16,16014,0.0
633,2010-08-17,16014,0.0
634,2010-08-18,16014,0.0
635,2010-08-19,16014,0.0
636,2010-08-20,16014,0.0
637,2010-08-21,16014,0.0
638,2010-08-22,16014,0.0
639,2010-08-23,16014,0.0
640,2010-08-24,16014,20.0
641,2010-08-25,16014,10.0
642,2010-08-26,16014,0.0
643,2010-08-27,16014,0.0
644,2010-08-28,16014,0.0
645,2010-08-29,16014,0.0
646,2010-08-30,16014,0.0
647,2010-08-31,16014,0.0
648,2010-09-01,16014,0.0
649,2010-09-02,16014,0.0
650,2010-09-03,16014,0.0
651,2010-09-04,16014,0.0
652,2010-09-05,16014,0.0
653,2010-09-06,16014,0.0
654,2010-09-07,16014,20.0
655,2010-09-08,16014,0.0
656,2010-09-09,16014,0.0
657,2010-09-10,16014,0.0
658,2010-09-11,16014,0.0
659,2010-09-12,16014,0.0
660,2010-09-13,16014,0.0
661,2010-09-14,16014,0.0
662,2010-09-15,16014,0.0
663,2010-09-16,16014,0.0
664,2010-09-17,16014,20.0
665,2010-09-18,16014,0.0
666,2010-09-19,16014,0.0
667,2010-09-20,16014,0.0
668,2010-09-21,16014,0.0
669,2010-09-22,16014,0.0
670,2010-09-23,16014,0.0
671,2010-09-24,16014,0.0
672,2010-09-25,16014,0.0
673,2010-09-26,16014,0.0
674,2010-09-27,16014,0.0
675,2010-09-28,16014,0.0
676,2010-09-29,16014,0.0
677,2010-09-30,16014,0.0
678,2010-10-01,16014,0.0
679,2010-10-02,16014,0.0
680,2010-10-03,16014,0.0
681,2010-10-04,16014,0.0
682,2010-10-05,16014,0.0
683,2010-10-06,16014,0.0
684,2010-10-07,16014,0.0
685,2010-10-08,16014,0.0
686,2010-10-09,16014,0.0
687,2010-10-10,16014,0.0
688,2010-10-11,16014,0.0
689,2010-10-12,16014,20.0
690,2010-10-13,16014,0.0
691,2010-10-14,16014,0.0
692,2010-10-15,16014,0.0
693,2010-10-16,16014,0.0
694,2010-10-17,16014,0.0
695,2010-10-18,16014,0.0
696,2010-10-19,16014,0.0
697,2010-10-20,16014,0.0
698,2010-10-21,16014,20.0
699,2010-10-22,16014,0.0
700,2010-10-23,16014,0.0
701,2010-10-24,16014,0.0
702,2010-10-25,16014,0.0
703,2010-10-26,16014,20.0
704,2010-10-27,16014,0.0
705,2010-10-28,16014,0.0
706,2010-10-29,16014,20.0
707,2010-10-30,16014,0.0
708,2010-10-31,16014,0.0
709,2010-11-01,16014,0.0
710,2010-11-02,16014,0.0
711,2010-11-03,16014,0.0
712,2010-11-04,16014,0.0
713,2010-11-05,16014,0.0
714,2010-11-06,16014,0.0
715,2010-11-07,16014,10.0
716,2010-11-08,16014,0.0
717,2010-11-09,16014,1.0
718,2010-11-10,16014,0.0
719,2010-11-11,16014,0.0
720,2010-11-12,16014,5.0
721,2010-11-13,16014,0.0
722,2010-11-14,16014,0.0
723,2010-11-15,16014,0.0
724,2010-11-16,16014,0.0
725,2010-11-17,16014,0.0
726,2010-11-18,16014,0.0
727,2010-11-19,16014,0.0
728,2010-11-20,16014,0.0
729,2010-11-21,16014,0.0
730,2010-11-22,16014,0.0
731,2010-11-23,16014,0.0
732,2010-11-24,16014,0.0
733,2010-11-25,16014,0.0
734,2010-11-26,16014,0.0
735,2010-11-27,16014,0.0
736,2010-11-28,16014,0.0
737,2010-11-29,16014,0.0
738,2010-11-30,16014,0.0
739,2010-12-01,16014,10.0
740,2010-12-02,16014,0.0
741,2010-12-03,16014,0.0
742,2010-12-04,16014,0.0
743,2010-12-05,16014,4.0
744,2010-12-06,16014,0.0
745,2010-12-07,16014,0.0
746,2010-12-08,16014,20.0
747,2010-12-09,16014,1.0
748,2009-12-01,17003,144.0
749,2009-12-02,17003,38.0
750,2009-12-03,17003,0.0
751,2009-12-04,17003,0.0
752,2009-12-05,17003,0.0
753,2009-12-06,17003,0.0
754,2009-12-07,17003,0.0
755,2009-12-08,17003,72.0
756,2009-12-09,17003,36.0
757,2009-12-10,17003,9.0
758,2009-12-11,17003,1.0
759,2009-12-12,17003,0.0
760,2009-12-13,17003,72.0
761,2009-12-14,17003,0.0
762,2009-12-15,17003,158.0
763,2009-12-16,17003,117.0
764,2009-12-17,17003,72.0
765,2009-12-18,17003,0.0
766,2009-12-19,17003,0.0
767,2009-12-20,17003,72.0
768,2009-12-21,17003,0.0
769,2009-12-22,17003,0.0
770,2009-12-23,17003,0.0
771,2009-12-24,17003,0.0
772,2009-12-25,17003,0.0
773,2009-12-26,17003,0.0
774,2009-12-27,17003,0.0
775,2009-12-28,17003,0.0
776,2009-12-29,17003,0.0
777,2009-12-30,17003,0.0
778,2009-12-31,17003,0.0
779,2010-01-01,17003,0.0
780,2010-01-02,17003,0.0
781,2010-01-03,17003,0.0
782,2010-01-04,17003,0.0
783,2010-01-05,17003,2.0
784,2010-01-06,17003,0.0
785,2010-01-07,17003,0.0
786,2010-01-08,17003,0.0
787,2010-01-09,17003,0.0
788,2010-01-10,17003,0.0
789,2010-01-11,17003,0.0
790,2010-01-12,17003,720.0
791,2010-01-13,17003,0.0
792,2010-01-14,17003,0.0
793,2010-01-15,17003,0.0
794,2010-01-16,17003,0.0
795,2010-01-17,17003,36.0
796,2010-01-18,17003,0.0
797,2010-01-19,17003,0.0
798,2010-01-20,17003,0.0
799,2010-01-21,17003,1.0
800,2010-01-22,17003,50.0
801,2010-01-23,17003,0.0
802,2010-01-24,17003,0.0
803,2010-01-25,17003,0.0
804,2010-01-26,17003,66.0
805,2010-01-27,17003,36.0
806,2010-01-28,17003,12.0
807,2010-01-29,17003,36.0
808,2010-01-30,17003,0.0
809,2010-01-31,17003,0.0
810,2010-02-01,17003,0.0
811,2010-02-02,17003,36.0
812,2010-02-03,17003,0.0
813,2010-02-04,17003,0.0
814,2010-02-05,17003,0.0
815,2010-02-06,17003,0.0
816,2010-02-07,17003,720.0
817,2010-02-08,17003,0.0
818,2010-02-09,17003,150.0
819,2010-02-10,17003,1.0
820,2010-02-11,17003,0.0
821,2010-02-12,17003,0.0
822,2010-02-13,17003,0.0
823,2010-02-14,17003,0.0
824,2010-02-15,17003,0.0
825,2010-02-16,17003,0.0
826,2010-02-17,17003,720.0
827,2010-02-18,17003,1.0
828,2010-02-19,17003,0.0
829,2010-02-20,17003,0.0
830,2010-02-21,17003,36.0
831,2010-02-22,17003,36.0
832,2010-02-23,17003,0.0
833,2010-02-24,17003,72.0
834,2010-02-25,17003,0.0
835,2010-02-26,17003,0.0
836,2010-02-27,17003,0.0
837,2010-02-28,17003,0.0
838,2010-03-01,17003,0.0
839,2010-03-02,17003,108.0
840,2010-03-03,17003,0.0
841,2010-03-04,17003,0.0
842,2010-03-05,17003,0.0
843,2010-03-06,17003,0.0
844,2010-03-07,17003,72.0
845,2010-03-08,17003,0.0
846,2010-03-09,17003,0.0
847,2010-03-10,17003,16.0
848,2010-03-11,17003,3.0
849,2010-03-12,17003,0.0
850,2010-03-13,17003,0.0
851,2010-03-14,17003,0.0
852,2010-03-15,17003,36.0
853,2010-03-16,17003,0.0
854,2010-03-17,17003,0.0
855,2010-03-18,17003,720.0
856,2010-03-19,17003,0.0
857,2010-03-20,17003,0.0
858,2010-03-21,17003,36.0
859,2010-03-22,17003,0.0
860,2010-03-23,17003,0.0
861,2010-03-24,17003,0.0
862,2010-03-25,17003,0.0
863,2010-03-26,17003,0.0
864,2010-03-27,17003,0.0
865,2010-03-28,17003,0.0
866,2010-03-29,17003,0.0
867,2010-03-30,17003,0.0
