ProductID,CurrentPrice,RecommendedPrice,CostPrice,Elasticity,PredictedDemand,CurrentInventory,ExpectedSales,ExpectedRevenue,ExpectedProfit,CurrentProfit,ExpectedProfitUplift,InventoryStatus,RecommendedAction
21232,2.51,2.5351,1.5059999999999998,-2.4638046468335744,259.84356689453125,650.0,253.55077853082435,642.7765786534927,260.92910618607135,260.8829411621094,0.04616502396197575,overstock,raise_price
21498,0.42,0.3507,0.252,-5.0,185.75863647460935,464.0,457.63226571748964,160.49163558712362,45.168304626316235,31.207450927734367,13.960853698581868,overstock,lower_price
21731,1.7815384615384613,2.1378461538461533,1.0689230769230766,-3.02192565831049,131.78469848632812,66.0,66.0,141.09784615384612,70.54892307692306,47.03261538461539,23.51630769230767,understock,raise_price
21915,1.3549999999999998,1.5582499999999997,0.8129999999999998,-5.0,77.91180419921875,39.0,38.735936452967174,60.36027297783609,28.86795664157378,21.137999999999998,7.729956641573782,understock,raise_price
21928,1.95,2.34,1.17,-3.717817419785511,107.63003540039062,54.0,54.0,126.35999999999999,63.17999999999999,42.120000000000005,21.059999999999988,understock,raise_price
21929,1.95,1.95,1.17,-3.676298705488677,118.47014617919922,118.0,118.0,230.1,92.04,92.04,0.0,understock,keep_price
21931,1.95,1.95975,1.17,-2.774581818650653,135.49041748046875,135.0,133.6283682979159,261.8781947718407,105.5330038632791,105.3,0.2330038632791087,understock,raise_price
21975,0.55,0.55,0.33,-4.564150370694156,111.43753051757812,111.0,111.0,61.050000000000004,24.42,24.42,0.0,understock,keep_price
21977,0.5721212121212123,0.6865454545454547,0.34327272727272734,-3.2025501387033715,288.7928161621094,144.0,144.0,98.86254545454547,49.431272727272734,32.95418181818183,16.477090909090904,understock,raise_price
21980,0.333076923076923,0.333076923076923,0.19984615384615378,-3.461116316691279,86.89317321777344,87.0,86.89317321777344,28.942110771766068,11.576844308706429,11.576844308706429,0.0,balanced,keep_price
21981,0.85,1.02,0.51,-3.013162820658852,40.06468200683594,20.0,20.0,20.4,10.2,6.799999999999999,3.4000000000000004,understock,raise_price
21982,0.85,1.02,0.51,-2.5348436787253945,149.4595184326172,75.0,75.0,76.5,38.25,25.499999999999996,12.750000000000004,understock,raise_price
21984,0.85,0.8500000000000001,0.51,-3.112303326283035,35.84200668334961,36.0,35.84200668334959,30.465705680847154,12.186282272338863,12.186282272338866,-3.552713678800501e-15,balanced,raise_price
21985,0.8233333333333334,0.8356833333333333,0.494,-2.4417634354793183,75.17581939697266,75.0,72.49192374848079,60.58029247787625,24.769282146126745,24.700000000000003,0.0692821461267421,understock,raise_price
22086,2.8461038961038967,2.8318733766233772,1.7076623376623379,-2.522133521589818,256.71368408203125,642.0,259.979737139604,736.2296960671885,292.27209039853216,292.2535265796216,0.018563818910536156,overstock,lower_price
22178,1.4516,1.74192,0.87096,-2.246788766278492,173.58071899414062,87.0,87.0,151.54703999999998,75.77351999999999,50.51568,25.257839999999987,understock,raise_price
22197,1.0211923076923075,1.0211923076923075,0.6127153846153844,-3.0067226571784453,319.095703125,319.0,319.0,325.7603461538461,130.30413846153846,130.30413846153846,0.0,understock,keep_price
22355,1.3036,1.5643200000000002,0.7821600000000001,-0.8397254360323947,124.5189208984375,125.0,106.84269693492858,167.1361676692475,83.56808383462375,64.92914611328125,18.6389377213425,balanced,raise_price
22386,2.7666666666666666,3.32,1.66,-3.165862438727357,229.6285858154297,115.0,115.0,381.79999999999995,190.89999999999998,127.26666666666667,63.63333333333331,understock,raise_price
22411,3.645,3.7179,2.187,-2.433875004203456,184.61068725585935,185.0,175.92400199327008,654.0678470107789,269.32205465149724,269.162382019043,0.1596726324542601,balanced,raise_price
22492,0.55,0.65175,0.33,-4.032177360172923,305.44189453125,153.0,153.0,99.71775000000001,49.22775000000001,33.660000000000004,15.567750000000004,understock,raise_price
22952,0.55,0.66,0.33,-0.9215034297151156,308.6815490722656,154.0,154.0,101.64,50.82,33.88,16.939999999999998,understock,raise_price
71459,1.69,2.00265,1.014,-2.0285873766205915,146.24046325683594,366.0,103.63905377025813,207.55275103300744,102.4627505099657,98.85855316162109,3.604197348344613,overstock,raise_price
84077,0.3007692307692307,0.2511423076923076,0.1804615384615384,-5.0,411.6919555664063,1029.0,1014.2382931911264,254.71814550192678,71.68714274605125,49.52970911583533,22.15743363021592,overstock,lower_price
84212,0.65,0.63375,0.39,-2.5947952597257657,16.663082122802734,42.0,17.794512960698498,11.277272588842674,4.33741253417026,4.332401351928711,0.005011182241548617,overstock,lower_price
84270,0.21,0.168,0.126,-4.014376299723748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced,lower_price
84347,4.399090909090909,5.278909090909091,2.6394545454545457,-2.48712054727171,111.70695495605467,56.0,56.0,295.61890909090914,147.80945454545457,98.53963636363636,49.26981818181821,understock,raise_price
84568,0.43,0.43000000000000005,0.258,-5.0,33.06502914428711,33.0,33.0,14.190000000000001,5.676000000000001,5.675999999999999,1.7763568394002505e-15,understock,raise_price
84598,0.43,0.34400000000000003,0.258,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced,lower_price
84755,0.65,0.78,0.39,-1.7953227579237048,178.4480743408203,89.0,89.0,69.42,34.71,23.14,11.57,understock,raise_price
84879,1.6900000000000002,2.028,1.014,-1.624464740729321,677.1231079101562,677.0,503.547556325189,1021.1944442274834,510.5972221137417,457.6520000000001,52.94522211374158,understock,raise_price
84946,1.704054054054054,2.0448648648648646,1.0224324324324323,-2.48957157773744,244.49581909179688,122.0,122.0,249.4735135135135,124.73675675675675,83.15783783783786,41.57891891891889,understock,raise_price
84970S,2.13,1.86375,1.2779999999999998,-3.164126354848327,241.14288330078125,603.0,367.9326235320972,685.7344271079461,215.516534233926,205.45373657226565,10.06279766166034,overstock,lower_price
84991,0.5619672131147542,0.6462622950819673,0.3371803278688525,-4.892586280756514,324.53863525390625,162.0,162.0,104.69449180327871,50.0712786885246,36.41547540983607,13.65580327868853,understock,raise_price
84992,0.55,0.55,0.33,-3.1762202198495637,147.0906524658203,147.0,147.0,80.85000000000001,32.34,32.34,0.0,understock,keep_price
85099B,2.703333333333333,2.703333333333333,1.6219999999999999,-5.0,473.9631652832031,474.0,473.9631652832031,1281.280423482259,512.5121693929036,512.5121693929036,0.0,balanced,keep_price
85099C,1.95,1.95975,1.17,-2.9552556620780024,109.46115112304688,109.0,107.85958493846464,211.37782158315608,85.18210720515246,85.02,0.16210720515246635,understock,raise_price
85099F,1.95,1.95,1.17,-4.668153597477106,97.27771759033205,97.0,97.0,189.15,75.66,75.66,0.0,understock,keep_price
85123A,2.8593333333333337,3.288233333333334,1.7156000000000002,-5.0,736.8767700195312,368.0,366.35798683545937,1204.6705442452521,576.146782030338,420.8938666666667,155.25291536367132,understock,raise_price
