StockCode,Date,Quantity,Revenue,AvgPrice,MedianPrice,Transactions,WeightedPrice
15036,2010-08-02,36,27.0,0.75,0.75,1,0.75
15036,2010-08-03,52,66.56,1.28,1.28,3,1.28
15036,2010-08-04,80,102.4,1.28,1.28,2,1.28
15036,2010-08-10,9,11.52,1.28,1.28,2,1.28
15036,2010-08-11,2,2.56,1.28,1.28,1,1.28
15036,2010-08-13,54,69.12,1.28,1.28,1,1.28
15036,2010-08-15,12,9.0,0.75,0.75,1,0.75
15036,2010-08-26,16,14.120000000000001,1.0150000000000001,1.0150000000000001,2,0.8825000000000001
15036,2010-08-27,2,2.56,1.28,1.28,1,1.28
15036,2010-08-31,25,19.28,1.0150000000000001,1.0150000000000001,2,0.7712
15036,2010-09-01,1,1.28,1.28,1.28,1,1.28
15036,2010-09-06,2,2.56,1.28,1.28,1,1.28
15036,2010-09-14,1,1.28,1.28,1.28,1,1.28
15036,2010-09-15,2,2.56,1.28,1.28,1,1.28
15036,2010-09-20,4,3.5300000000000002,1.0150000000000001,1.0150000000000001,2,0.8825000000000001
15036,2010-09-21,15,11.25,0.75,0.75,1,0.75
15036,2010-09-24,2,1.5,0.75,0.75,1,0.75
15036,2010-09-28,8,6.0,0.75,0.75,1,0.75
15036,2010-09-30,15,19.2,1.28,1.28,1,1.28
15036,2010-10-11,600,390.0,0.65,0.65,1,0.65
15036,2010-10-12,48,36.0,0.75,0.75,1,0.75
15036,2010-10-13,145,109.28,0.9266666666666667,0.75,3,0.7536551724137931
15036,2010-10-15,14,11.56,1.0150000000000001,1.0150000000000001,2,0.8257142857142857
15036,2010-10-17,24,18.0,0.75,0.75,1,0.75
15036,2010-10-18,37,28.28,0.9266666666666667,0.75,3,0.7643243243243244
15036,2010-10-19,37,28.28,0.9266666666666667,0.75,3,0.7643243243243244
15036,2010-10-20,26,20.56,1.0150000000000001,1.0150000000000001,2,0.7907692307692307
15036,2010-10-21,60,45.0,0.75,0.75,1,0.75
15036,2010-10-22,12,9.0,0.75,0.75,1,0.75
15036,2010-10-26,664,446.48,0.8933333333333334,0.75,3,0.6724096385542169
15036,2010-10-27,1244,836.32,0.9650000000000001,0.9650000000000001,2,0.6722829581993569
15036,2010-10-28,84,88.44,0.9266666666666667,0.75,3,1.052857142857143
15036,2010-10-29,18,23.04,1.28,1.28,1,1.28
15036,2010-11-01,8,10.24,1.28,1.28,1,1.28
15036,2010-11-02,4,5.12,1.28,1.28,1,1.28
15036,2010-11-03,23,23.08,1.0150000000000001,1.0150000000000001,2,1.0034782608695652
15036,2010-11-04,146,110.56,1.0150000000000001,1.0150000000000001,2,0.7572602739726028
15036,2010-11-05,24,18.0,0.75,0.75,1,0.75
15036,2010-11-08,42,34.68,0.9620000000000001,0.75,5,0.8257142857142857
15036,2010-11-10,18,23.04,1.28,1.28,2,1.28
15036,2010-11-11,55,44.96,1.0150000000000001,1.0150000000000001,2,0.8174545454545454
15036,2010-11-12,15,12.84,1.1033333333333333,1.28,3,0.856
15036,2010-11-15,45,38.52,1.068,1.28,5,0.8560000000000001
15036,2010-11-16,240,168.0,0.725,0.75,4,0.7
15036,2010-11-17,13,10.28,1.0150000000000001,1.0150000000000001,2,0.7907692307692307
15036,2010-11-18,57,44.34,0.9620000000000001,0.75,5,0.7778947368421053
15036,2010-11-22,22,21.8,1.1033333333333333,1.28,3,0.990909090909091
15036,2010-11-23,27,28.2,1.1033333333333333,1.28,3,1.0444444444444445
15036,2010-11-24,636,417.0,0.7,0.7,2,0.6556603773584906
15036,2010-11-25,194,149.74,0.8383333333333334,0.75,6,0.7718556701030929
15036,2010-11-26,36,27.0,0.75,0.75,2,0.75
15036,2010-11-28,12,9.0,0.75,0.75,1,0.75
15036,2010-11-29,31,33.32,1.1033333333333333,1.28,3,1.0748387096774195
15036,2010-11-30,24,18.0,0.75,0.75,2,0.75
15036,2010-12-02,48,36.0,0.75,0.75,3,0.75
15036,2010-12-03,15,12.84,1.0150000000000001,1.0150000000000001,2,0.856
15036,2010-12-05,12,9.0,0.75,0.75,1,0.75
15036,2010-12-06,4,5.12,1.28,1.28,2,1.28
15036,2010-12-08,13,10.28,1.0150000000000001,1.0150000000000001,2,0.7907692307692307
15036,2010-12-09,1,1.28,1.28,1.28,1,1.28
16014,2009-12-03,20,6.4,0.32,0.32,1,0.32
16014,2009-12-07,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2009-12-09,1500,480.0,0.32,0.32,1,0.32
16014,2009-12-15,3000,960.0,0.32,0.32,1,0.32
16014,2009-12-20,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-01-14,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-01-21,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-02-05,20,8.4,0.42,0.42,1,0.42000000000000004
16014,2010-02-14,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-02-19,1,0.42,0.42,0.42,1,0.42
16014,2010-02-25,3,1.26,0.42,0.42,1,0.42
16014,2010-03-19,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-03-21,1000,320.0,0.32,0.32,1,0.32
16014,2010-04-01,60,25.2,0.42,0.42,1,0.42
16014,2010-04-16,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-04-22,40,16.8,0.42,0.42,1,0.42000000000000004
16014,2010-04-23,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-06-11,1000,320.0,0.32,0.32,1,0.32
16014,2010-06-14,2000,640.0,0.32,0.32,1,0.32
16014,2010-06-16,5,2.1,0.42,0.42,1,0.42000000000000004
16014,2010-06-23,1000,320.0,0.32,0.32,1,0.32
16014,2010-07-07,1,0.42,0.42,0.42,1,0.42
16014,2010-07-25,500,160.0,0.32,0.32,1,0.32
16014,2010-07-26,60,25.2,0.42,0.42,1,0.42
16014,2010-07-27,1,0.42,0.42,0.42,1,0.42
16014,2010-08-02,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-08-09,20,8.4,0.42,0.42,1,0.42000000000000004
16014,2010-08-24,1000,320.0,0.32,0.32,1,0.32
16014,2010-08-25,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-09-07,20,8.4,0.42,0.42,1,0.42000000000000004
16014,2010-09-17,500,160.0,0.32,0.32,1,0.32
16014,2010-10-12,20,6.4,0.32,0.32,1,0.32
16014,2010-10-21,40,16.8,0.42,0.42,1,0.42000000000000004
16014,2010-10-26,100,42.0,0.42,0.42,1,0.42
16014,2010-10-29,4000,1280.0,0.32,0.32,2,0.32
16014,2010-11-07,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-11-09,1,0.42,0.42,0.42,1,0.42
16014,2010-11-12,5,2.1,0.42,0.42,1,0.42000000000000004
16014,2010-12-01,10,4.2,0.42,0.42,1,0.42000000000000004
16014,2010-12-05,4,1.68,0.42,0.42,1,0.42
16014,2010-12-08,1000,320.0,0.32,0.32,1,0.32
16014,2010-12-09,1,0.42,0.42,0.42,1,0.42
17003,2009-12-01,144,30.24,0.21,0.21,1,0.21
17003,2009-12-02,38,7.9799999999999995,0.21,0.21,2,0.21
17003,2009-12-04,1,0.43,0.43,0.43,1,0.43
17003,2009-12-07,2,0.86,0.43,0.43,1,0.43
17003,2009-12-08,72,15.12,0.21,0.21,1,0.21
17003,2009-12-09,36,7.56,0.21,0.21,1,0.21
17003,2009-12-10,9,1.89,0.21,0.21,2,0.21
17003,2009-12-11,1,0.21,0.21,0.21,1,0.21
17003,2009-12-13,72,15.12,0.21,0.21,2,0.21
17003,2009-12-14,6,2.58,0.43,0.43,1,0.43
17003,2009-12-15,158,33.18,0.21,0.21,2,0.21
17003,2009-12-16,117,24.57,0.21,0.21,2,0.21
17003,2009-12-17,72,15.12,0.21,0.21,2,0.21
17003,2009-12-20,72,15.12,0.21,0.21,1,0.21
17003,2009-12-22,1,0.43,0.43,0.43,1,0.43
17003,2010-01-05,2,0.42,0.21,0.21,1,0.21
17003,2010-01-12,722,151.61999999999998,0.21,0.21,2,0.20999999999999996
17003,2010-01-17,36,7.56,0.21,0.21,1,0.21
17003,2010-01-21,1,0.21,0.21,0.21,1,0.21
17003,2010-01-22,50,10.5,0.21,0.21,1,0.21
17003,2010-01-26,66,13.86,0.21,0.21,1,0.21
17003,2010-01-27,36,7.56,0.21,0.21,1,0.21
17003,2010-01-28,12,2.52,0.21,0.21,1,0.21
17003,2010-01-29,36,7.56,0.21,0.21,1,0.21
17003,2010-02-02,36,7.56,0.21,0.21,1,0.21
17003,2010-02-07,770,125.7,0.185,0.185,2,0.16324675324675325
17003,2010-02-09,150,31.5,0.21,0.21,1,0.21
17003,2010-02-10,1,0.21,0.21,0.21,1,0.21
17003,2010-02-17,792,130.32,0.185,0.185,2,0.16454545454545455
17003,2010-02-18,1,0.21,0.21,0.21,1,0.21
17003,2010-02-21,36,7.56,0.21,0.21,1,0.21
17003,2010-02-22,36,7.56,0.21,0.21,1,0.21
17003,2010-02-24,73,15.549999999999999,0.2833333333333333,0.21,3,0.21301369863013697
17003,2010-03-02,110,23.54,0.32,0.32,2,0.214
17003,2010-03-03,2,0.86,0.43,0.43,1,0.43
17003,2010-03-07,72,15.12,0.21,0.21,1,0.21
17003,2010-03-08,2,0.86,0.43,0.43,1,0.43
17003,2010-03-10,16,3.36,0.21,0.21,1,0.21
17003,2010-03-11,3,0.63,0.21,0.21,1,0.21
17003,2010-03-15,36,7.56,0.21,0.21,1,0.21
17003,2010-03-18,720,115.2,0.16,0.16,1,0.16
17003,2010-03-21,36,5.76,0.16,0.16,1,0.16
17003,2010-04-11,61,12.809999999999999,0.21,0.21,1,0.21
17003,2010-04-19,6,2.58,0.43,0.43,1,0.43
17003,2010-04-20,5,2.15,0.43,0.43,1,0.43
17003,2010-04-21,36,5.76,0.16,0.16,1,0.16
17003,2010-04-22,72,15.12,0.21,0.21,2,0.21
17003,2010-04-26,1,0.43,0.43,0.43,1,0.43
17003,2010-04-29,720,115.2,0.16,0.16,1,0.16
17003,2010-05-05,828,137.88,0.185,0.185,2,0.16652173913043478
17003,2010-05-10,72,15.12,0.21,0.21,1,0.21
17003,2010-05-11,730,117.3,0.185,0.185,2,0.16068493150684932
17003,2010-05-14,1440,230.4,0.16,0.16,1,0.16
17003,2010-05-16,100,21.0,0.21,0.21,1,0.21
17003,2010-05-17,4,0.84,0.21,0.21,1,0.21
17003,2010-05-20,4,0.84,0.21,0.21,1,0.21
17003,2010-05-21,4,1.72,0.43,0.43,2,0.43
17003,2010-05-23,50,10.5,0.21,0.21,1,0.21
17003,2010-05-26,720,115.2,0.16,0.16,1,0.16
17003,2010-05-27,18,3.78,0.21,0.21,1,0.21
17003,2010-06-02,6,2.58,0.43,0.43,1,0.43
17003,2010-06-03,37,7.989999999999999,0.32,0.32,2,0.21594594594594593
17003,2010-06-07,900,153.0,0.2,0.21,5,0.17
17003,2010-06-08,72,15.12,0.21,0.21,1,0.21
17003,2010-06-10,36,7.56,0.21,0.21,1,0.21
17003,2010-06-11,281,59.01,0.21000000000000002,0.21,5,0.21
17003,2010-06-14,20,5.3,0.32,0.32,2,0.265
17003,2010-06-16,37,7.989999999999999,0.32,0.32,2,0.21594594594594593
17003,2010-06-17,36,7.56,0.21,0.21,1,0.21
17003,2010-06-18,36,7.56,0.21,0.21,1,0.21
17003,2010-06-20,180,37.8,0.21,0.21,2,0.21
17003,2010-06-22,36,7.56,0.21,0.21,1,0.21
17003,2010-06-23,879,148.59,0.19333333333333333,0.21,3,0.1690443686006826
17003,2010-06-27,72,15.12,0.21,0.21,1,0.21
17003,2010-06-29,2,0.86,0.43,0.43,1,0.43
17003,2010-06-30,720,100.80000000000001,0.14,0.14,1,0.14
17003,2010-07-02,36,7.56,0.21,0.21,1,0.21
17003,2010-07-05,108,22.68,0.21,0.21,1,0.21
17003,2010-07-06,36,7.56,0.21,0.21,1,0.21
17003,2010-07-08,50,10.5,0.21,0.21,1,0.21
17003,2010-07-13,6,2.58,0.43,0.43,1,0.43
17003,2010-07-20,36,7.56,0.21,0.21,1,0.21
17003,2010-07-21,738,122.5,0.3075,0.32,4,0.1659891598915989
17003,2010-07-22,1,0.43,0.43,0.43,1,0.43
17003,2010-07-26,180,37.8,0.21,0.21,2,0.21
17003,2010-08-04,72,15.12,0.21,0.21,1,0.21
17003,2010-08-08,144,30.24,0.21,0.21,1,0.21
17003,2010-08-09,36,7.56,0.21,0.21,1,0.21
17003,2010-08-17,72,15.12,0.21,0.21,2,0.21
17003,2010-08-18,36,7.56,0.21,0.21,1,0.21
17003,2010-08-19,720,115.2,0.16,0.16,1,0.16
17003,2010-08-23,72,15.12,0.21,0.21,2,0.21
17003,2010-08-24,720,115.2,0.16,0.16,1,0.16
17003,2010-08-25,72,15.12,0.21,0.21,1,0.21
17003,2010-09-01,36,7.56,0.21,0.21,1,0.21
17003,2010-09-02,50,13.579999999999998,0.32,0.32,2,0.27159999999999995
17003,2010-09-03,11124,2114.2799999999997,0.19666666666666666,0.19,2,0.19006472491909382
17003,2010-09-06,1440,230.4,0.16,0.16,1,0.16
17003,2010-09-07,108,22.68,0.21,0.21,1,0.21
17003,2010-09-09,36,7.56,0.21,0.21,1,0.21
17003,2010-09-10,6,1.26,0.21,0.21,2,0.21
17003,2010-09-16,36,7.56,0.21,0.21,1,0.21
17003,2010-09-19,38,7.9799999999999995,0.21,0.21,2,0.21
17003,2010-09-20,3,1.29,0.43,0.43,1,0.43
17003,2010-09-21,156,35.4,0.32,0.32,2,0.22692307692307692
17003,2010-09-23,7,1.47,0.21,0.21,1,0.21
17003,2010-09-26,756,158.76,0.21,0.21,2,0.21
17003,2010-09-27,63,15.21,0.2833333333333333,0.21,3,0.24142857142857144
17003,2010-09-28,72,15.12,0.21,0.21,1,0.21
17003,2010-10-01,10,2.1,0.21,0.21,1,0.21000000000000002
17003,2010-10-03,4,0.84,0.21,0.21,1,0.21
17003,2010-10-04,720,115.2,0.16,0.16,1,0.16
17003,2010-10-07,40,9.28,0.32,0.32,2,0.23199999999999998
17003,2010-10-08,4752,902.88,0.19,0.19,1,0.19
17003,2010-10-10,120,25.2,0.21,0.21,3,0.21
17003,2010-10-12,723,116.49000000000001,0.295,0.295,2,0.16112033195020747
17003,2010-10-13,36,7.56,0.21,0.21,1,0.21
17003,2010-10-14,36,7.56,0.21,0.21,1,0.21
17003,2010-10-15,46,9.66,0.21,0.21,3,0.21
17003,2010-10-17,84,17.64,0.21,0.21,4,0.21000000000000002
17003,2010-10-18,1,0.43,0.43,0.43,1,0.43
17003,2010-10-19,5,2.15,0.43,0.43,1,0.43
17003,2010-10-20,72,15.12,0.21,0.21,1,0.21
17003,2010-10-21,36,7.56,0.21,0.21,1,0.21
17003,2010-10-22,36,7.56,0.21,0.21,1,0.21
17003,2010-10-24,8,1.68,0.21,0.21,1,0.21
17003,2010-10-27,36,7.56,0.21,0.21,1,0.21
17003,2010-11-02,3,1.29,0.43,0.43,1,0.43
17003,2010-11-03,9,1.89,0.21,0.21,1,0.21
17003,2010-11-04,6732,1287.0,0.205,0.21,4,0.19117647058823528
17003,2010-11-05,36,7.56,0.21,0.21,1,0.21
17003,2010-11-07,36,7.56,0.21,0.21,1,0.21
17003,2010-11-08,44,9.24,0.21,0.21,3,0.21
17003,2010-11-09,252,52.92,0.21,0.21,3,0.21000000000000002
17003,2010-11-10,72,15.12,0.21,0.21,1,0.21
17003,2010-11-11,36,7.56,0.21,0.21,1,0.21
17003,2010-11-14,144,30.24,0.21,0.21,2,0.21
17003,2010-11-15,108,22.68,0.21,0.21,1,0.21
17003,2010-11-16,406,67.26,0.19333333333333333,0.21,3,0.1656650246305419
17003,2010-11-17,900,153.0,0.20166666666666666,0.21,6,0.17
17003,2010-11-18,36,7.56,0.21,0.21,1,0.21
17003,2010-11-19,36,7.56,0.21,0.21,1,0.21
17003,2010-11-21,36,7.56,0.21,0.21,1,0.21
17003,2010-11-23,40,9.28,0.32,0.32,2,0.23199999999999998
17003,2010-11-24,1584,300.96,0.19,0.19,1,0.18999999999999997
17003,2010-11-25,25,5.25,0.21,0.21,2,0.21
17003,2010-11-28,108,22.68,0.21,0.21,1,0.21
17003,2010-12-01,39,8.85,0.32,0.32,2,0.22692307692307692
17003,2010-12-02,36,7.56,0.21,0.21,1,0.21
17003,2010-12-05,723,115.83,0.185,0.185,2,0.16020746887966805
17003,2010-12-06,185,39.95,0.34199999999999997,0.43,5,0.21594594594594596
17003,2010-12-07,3,1.29,0.43,0.43,1,0.43
17003,2010-12-09,39,8.85,0.32,0.32,2,0.22692307692307692
20724,2009-12-01,113,98.6,0.9916666666666667,0.85,6,0.8725663716814159
20724,2009-12-02,61,62.9,1.0625,0.85,8,1.0311475409836066
20724,2009-12-03,27,30.599999999999998,1.0625,0.85,4,1.1333333333333333
20724,2009-12-04,33,30.6,1.0625,0.85,4,0.9272727272727274
20724,2009-12-05,20,17.0,0.85,0.85,2,0.85
20724,2009-12-06,6,5.1,0.85,0.85,1,0.85
20724,2009-12-07,123,98.35,1.1640000000000001,0.85,5,0.7995934959349593
20724,2009-12-08,22,20.4,1.1333333333333333,0.85,3,0.9272727272727272
20724,2009-12-09,31,35.7,1.275,1.275,4,1.1516129032258065
20724,2009-12-10,28,30.6,1.275,1.275,2,1.092857142857143
